Participant	Recording	Case	Stimul	Timestamp	Fixation_X	Fixation_Y	File	Right_eye_normalized	Left_eye_normalized	Rage-Net_X	Rage-Net_Y
P16	Recording19	case_3	Top right	347292983	1766.0	119.0	2336.jpg	2336_right_eye.jpg	2336_left_eye.jpg	1711.2844	162.53162
P16	Recording19	case_3	Top left	348516016	178.0	120.0	2337.jpg	2337_right_eye.jpg	2337_left_eye.jpg	218.86722	57.33784
P16	Recording19	case_3	Bottom center	349412642	973.0	953.0	2338.jpg	2338_right_eye.jpg	2338_left_eye.jpg	893.23517	29.212217
P16	Recording19	case_3	Middle center	350245867	969.0	542.0	2339.jpg	2339_right_eye.jpg	2339_left_eye.jpg	924.3516	21.593756
P16	Recording19	case_3	Bottom left	351182257	181.0	933.0	2340.jpg	2340_right_eye.jpg	2340_left_eye.jpg	64.17072	39.72653
P16	Recording19	case_3	Top center	352085532	969.0	133.0	2341.jpg	2341_right_eye.jpg	2341_left_eye.jpg	1052.1401	27.175642
P16	Recording19	case_3	Top left	353381859	180.0	118.0	2342.jpg	2342_right_eye.jpg	2342_left_eye.jpg	131.99461	39.9949
P16	Recording19	case_3	Bottom right	354358493	1755.0	927.0	2343.jpg	2343_right_eye.jpg	2343_left_eye.jpg	1854.6152	114.60142
P16	Recording19	case_3	Middle left	355558305	181.0	549.0	2344.jpg	2344_right_eye.jpg	2344_left_eye.jpg	132.15878	19.948788
P16	Recording19	case_3	Bottom center	356758117	972.0	940.0	2345.jpg	2345_right_eye.jpg	2345_left_eye.jpg	845.7553	29.37042
P16	Recording19	case_3	Middle center	357757948	965.0	541.0	2346.jpg	2346_right_eye.jpg	2346_left_eye.jpg	914.8943	18.331783
P16	Recording19	case_3	Top right	358781021	1759.0	125.0	2347.jpg	2347_right_eye.jpg	2347_left_eye.jpg	1626.9808	245.27122
P16	Recording19	case_3	Middle right	359910918	1748.0	546.0	2348.jpg	2348_right_eye.jpg	2348_left_eye.jpg	1732.2849	145.4461
P16	Recording19	case_4	Bottom left	402254065	188.0	942.0	2349.jpg	2349_right_eye.jpg	2349_left_eye.jpg	1030.3708	310.16315
P16	Recording19	case_4	Middle left	403260566	183.0	557.0	2350.jpg	2350_right_eye.jpg	2350_left_eye.jpg	1188.9436	63.97225
P16	Recording19	case_4	Top center	404287069	973.0	140.0	2351.jpg	2351_right_eye.jpg	2351_left_eye.jpg	1799.9427	51.257774
P16	Recording19	case_4	Top right	405246927	1764.0	134.0	2352.jpg	2352_right_eye.jpg	2352_left_eye.jpg	1911.4663	158.83989
P16	Recording19	case_4	Middle right	406036804	1755.0	557.0	2353.jpg	2353_right_eye.jpg	2353_left_eye.jpg	1906.2448	263.8185
P16	Recording19	case_4	Bottom right	407019988	1761.0	938.0	2354.jpg	2354_right_eye.jpg	2354_left_eye.jpg	1904.5249	515.754
P16	Recording19	case_4	Middle center	407973163	976.0	548.0	2355.jpg	2355_right_eye.jpg	2355_left_eye.jpg	1848.5383	106.485954
P16	Recording19	case_4	Top left	408956343	182.0	129.0	2356.jpg	2356_right_eye.jpg	2356_left_eye.jpg	976.7958	25.00757
P16	Recording19	case_4	Bottom center	409942861	970.0	946.0	2357.jpg	2357_right_eye.jpg	2357_left_eye.jpg	1867.1683	172.19048
P16	Recording19	case_4	Bottom left	411075900	182.0	937.0	2358.jpg	2358_right_eye.jpg	2358_left_eye.jpg	1025.9324	273.68518
P16	Recording19	case_4	Middle right	412085847	1751.0	549.0	2359.jpg	2359_right_eye.jpg	2359_left_eye.jpg	1912.3344	303.34396
P16	Recording19	case_4	Top right	413092349	1765.0	138.0	2360.jpg	2360_right_eye.jpg	2360_left_eye.jpg	1911.3967	124.67021
P16	Recording19	case_4	Top left	414012195	181.0	126.0	2361.jpg	2361_right_eye.jpg	2361_left_eye.jpg	955.17346	25.255154
P16	Recording19	case_4	Top center	415078684	977.0	133.0	2362.jpg	2362_right_eye.jpg	2362_left_eye.jpg	1740.9529	57.0947
P16	Recording19	case_4	Middle center	416131836	969.0	544.0	2363.jpg	2363_right_eye.jpg	2363_left_eye.jpg	1815.8456	120.22217
P16	Recording19	case_4	Bottom center	417308197	967.0	946.0	2364.jpg	2364_right_eye.jpg	2364_left_eye.jpg	1889.3423	252.63882
P16	Recording19	case_4	Middle left	418381358	185.0	544.0	2365.jpg	2365_right_eye.jpg	2365_left_eye.jpg	1149.6888	97.46829
P16	Recording19	case_4	Bottom right	419597920	1760.0	933.0	2366.jpg	2366_right_eye.jpg	2366_left_eye.jpg	1902.045	640.32
P16	Recording19	case_4	Middle right	420774294	1756.0	552.0	2367.jpg	2367_right_eye.jpg	2367_left_eye.jpg	1908.2468	310.04108
P16	Recording19	case_4	Top center	421910884	976.0	141.0	2368.jpg	2368_right_eye.jpg	2368_left_eye.jpg	1701.412	34.869766
P16	Recording19	case_4	Top left	423007267	179.0	131.0	2369.jpg	2369_right_eye.jpg	2369_left_eye.jpg	949.9785	30.838037
P16	Recording19	case_4	Bottom center	424060413	973.0	946.0	2370.jpg	2370_right_eye.jpg	2370_left_eye.jpg	1868.9348	284.842
P16	Recording19	case_4	Bottom left	425260242	182.0	935.0	2371.jpg	2371_right_eye.jpg	2371_left_eye.jpg	1086.3903	260.12073
P16	Recording19	case_4	Bottom right	426470140	1757.0	927.0	2372.jpg	2372_right_eye.jpg	2372_left_eye.jpg	1916.9326	482.69055
P16	Recording19	case_4	Middle left	427659828	191.0	551.0	2373.jpg	2373_right_eye.jpg	2373_left_eye.jpg	1109.1833	69.735725
P16	Recording19	case_4	Top right	428859750	1764.0	132.0	2374.jpg	2374_right_eye.jpg	2374_left_eye.jpg	1908.2958	97.50411
P16	Recording19	case_4	Middle center	429886250	970.0	542.0	2375.jpg	2375_right_eye.jpg	2375_left_eye.jpg	1807.5209	83.4826
P16	Recording19	case_5	Top left	470172870	176.0	139.0	2376.jpg	2376_right_eye.jpg	2376_left_eye.jpg	31.60385	217.39568
P16	Recording19	case_5	Bottom right	471189515	1749.0	938.0	2377.jpg	2377_right_eye.jpg	2377_left_eye.jpg	1674.7219	918.6286
P16	Recording19	case_5	Bottom center	472136024	973.0	940.0	2378.jpg	2378_right_eye.jpg	2378_left_eye.jpg	761.2033	965.93365
P16	Recording19	case_5	Middle right	473092437	1756.0	557.0	2379.jpg	2379_right_eye.jpg	2379_left_eye.jpg	1829.9312	820.56525
P16	Recording19	case_5	Top right	474045604	1771.0	140.0	2380.jpg	2380_right_eye.jpg	2380_left_eye.jpg	1900.9167	323.6764
P16	Recording19	case_5	Top center	474958815	972.0	133.0	2381.jpg	2381_right_eye.jpg	2381_left_eye.jpg	842.58606	200.51625
P16	Recording19	case_5	Middle left	475918641	187.0	553.0	2382.jpg	2382_right_eye.jpg	2382_left_eye.jpg	48.468517	580.967
P16	Recording19	case_5	Bottom left	476975236	185.0	927.0	2383.jpg	2383_right_eye.jpg	2383_left_eye.jpg	40.258537	1011.3834
P16	Recording19	case_5	Middle center	477964994	965.0	557.0	2384.jpg	2384_right_eye.jpg	2384_left_eye.jpg	681.6976	633.19037
P16	Recording19	case_5	Middle right	479061573	1756.0	561.0	2385.jpg	2385_right_eye.jpg	2385_left_eye.jpg	1842.8755	852.7235
P16	Recording19	case_5	Top left	480101401	181.0	126.0	2386.jpg	2386_right_eye.jpg	2386_left_eye.jpg	35.742683	60.941357
P16	Recording19	case_5	Middle center	481174563	973.0	558.0	2387.jpg	2387_right_eye.jpg	2387_left_eye.jpg	954.8796	796.3639
P16	Recording19	case_5	Top center	482067751	974.0	120.0	2388.jpg	2388_right_eye.jpg	2388_left_eye.jpg	1009.96765	131.02498
P16	Recording19	case_5	Bottom center	483164234	971.0	952.0	2389.jpg	2389_right_eye.jpg	2389_left_eye.jpg	834.05286	930.94904
P16	Recording19	case_5	Bottom right	484100747	1755.0	938.0	2390.jpg	2390_right_eye.jpg	2390_left_eye.jpg	1690.6627	941.45233
P16	Recording19	case_5	Bottom left	485163781	180.0	938.0	2391.jpg	2391_right_eye.jpg	2391_left_eye.jpg	22.039818	954.9823
P16	Recording19	case_5	Top right	486150325	1762.0	138.0	2392.jpg	2392_right_eye.jpg	2392_left_eye.jpg	1879.8977	293.8419
P16	Recording19	case_5	Middle left	487166921	189.0	554.0	2393.jpg	2393_right_eye.jpg	2393_left_eye.jpg	15.554881	604.12427
P16	Recording19	case_5	Top left	488173414	179.0	123.0	2394.jpg	2394_right_eye.jpg	2394_left_eye.jpg	65.4265	156.84692
P16	Recording19	case_5	Bottom left	489253243	185.0	937.0	2395.jpg	2395_right_eye.jpg	2395_left_eye.jpg	36.7697	965.1805
P16	Recording19	case_5	Top right	490293069	1769.0	132.0	2396.jpg	2396_right_eye.jpg	2396_left_eye.jpg	1803.247	134.12292
P16	Recording19	case_5	Bottom center	491356106	971.0	952.0	2397.jpg	2397_right_eye.jpg	2397_left_eye.jpg	897.64026	1021.66565
P16	Recording19	case_5	Top center	492315972	975.0	142.0	2398.jpg	2398_right_eye.jpg	2398_left_eye.jpg	885.6119	95.0812
P16	Recording19	case_5	Middle left	493355805	191.0	565.0	2399.jpg	2399_right_eye.jpg	2399_left_eye.jpg	21.949114	459.32806
P16	Recording19	case_5	Middle right	494382308	1761.0	566.0	2400.jpg	2400_right_eye.jpg	2400_left_eye.jpg	1770.0283	629.2846
P16	Recording19	case_5	Middle center	495382132	972.0	554.0	2401.jpg	2401_right_eye.jpg	2401_left_eye.jpg	862.7245	894.97864
P16	Recording19	case_5	Bottom right	496542058	1750.0	933.0	2402.jpg	2402_right_eye.jpg	2402_left_eye.jpg	1764.4174	982.43164
P16	Recording19	case_6	Top right	511196394	1758.0	148.0	2403.jpg	2403_right_eye.jpg	2403_left_eye.jpg	1835.3467	351.46075
P16	Recording19	case_6	Bottom left	512196233	187.0	948.0	2404.jpg	2404_right_eye.jpg	2404_left_eye.jpg	37.385445	1018.2267
P16	Recording19	case_6	Bottom right	513165971	1750.0	948.0	2405.jpg	2405_right_eye.jpg	2405_left_eye.jpg	1800.4197	1062.4062
P16	Recording19	case_6	Middle left	514172452	188.0	548.0	2406.jpg	2406_right_eye.jpg	2406_left_eye.jpg	11.875376	705.5002
P16	Recording19	case_6	Middle center	515125650	966.0	495.0	2407.jpg	2407_right_eye.jpg	2407_left_eye.jpg	878.98663	821.28143
P16	Recording19	case_6	Top left	516142245	181.0	142.0	2408.jpg	2408_right_eye.jpg	2408_left_eye.jpg	34.25735	365.76074
P16	Recording19	case_6	Top center	517198611	972.0	147.0	2409.jpg	2409_right_eye.jpg	2409_left_eye.jpg	704.09467	366.12448
P16	Recording19	case_6	Middle right	518268548	1752.0	553.0	2410.jpg	2410_right_eye.jpg	2410_left_eye.jpg	1841.8483	875.4707
P16	Recording19	case_6	Bottom center	519278284	976.0	953.0	2411.jpg	2411_right_eye.jpg	2411_left_eye.jpg	672.13715	1065.3623
P16	Recording19	case_6	Top center	520324751	975.0	149.0	2412.jpg	2412_right_eye.jpg	2412_left_eye.jpg	790.01465	322.4274
P16	Recording19	case_6	Middle left	521368031	192.0	548.0	2413.jpg	2413_right_eye.jpg	2413_left_eye.jpg	25.77108	697.9342
P16	Recording19	case_6	Top left	522324439	183.0	137.0	2414.jpg	2414_right_eye.jpg	2414_left_eye.jpg	36.281643	308.15295
P16	Recording19	case_6	Top right	523390913	1763.0	148.0	2415.jpg	2415_right_eye.jpg	2415_left_eye.jpg	1844.5825	363.83664
P16	Recording19	case_6	Middle right	524334206	1749.0	565.0	2416.jpg	2416_right_eye.jpg	2416_left_eye.jpg	1805.4132	886.65564
P16	Recording19	case_6	Middle center	525230628	970.0	498.0	2417.jpg	2417_right_eye.jpg	2417_left_eye.jpg	663.15924	871.0541
P16	Recording19	case_6	Bottom left	526277155	189.0	941.0	2418.jpg	2418_right_eye.jpg	2418_left_eye.jpg	14.420336	950.3824
P16	Recording19	case_6	Bottom right	527350260	1730.0	945.0	2419.jpg	2419_right_eye.jpg	2419_left_eye.jpg	1836.5828	1063.8501
P16	Recording19	case_6	Bottom center	528446875	968.0	949.0	2420.jpg	2420_right_eye.jpg	2420_left_eye.jpg	809.5739	1041.377
P16	Recording19	case_6	Middle right	529493370	1738.0	562.0	2421.jpg	2421_right_eye.jpg	2421_left_eye.jpg	1848.7626	893.8092
P16	Recording19	case_6	Top left	530606528	185.0	143.0	2422.jpg	2422_right_eye.jpg	2422_left_eye.jpg	22.879257	328.54745
P16	Recording19	case_6	Middle left	531726336	187.0	549.0	2423.jpg	2423_right_eye.jpg	2423_left_eye.jpg	8.64987	697.11176
P16	Recording19	case_6	Bottom left	532756094	189.0	942.0	2424.jpg	2424_right_eye.jpg	2424_left_eye.jpg	12.944136	1022.8849
P16	Recording19	case_6	Top right	533742548	1763.0	150.0	2425.jpg	2425_right_eye.jpg	2425_left_eye.jpg	1852.3715	378.57736
P16	Recording19	case_6	Middle center	534812515	972.0	517.0	2426.jpg	2426_right_eye.jpg	2426_left_eye.jpg	855.9775	790.913
P16	Recording19	case_6	Bottom right	535925653	1747.0	939.0	2427.jpg	2427_right_eye.jpg	2427_left_eye.jpg	1809.4675	1063.0554
P16	Recording19	case_6	Top center	537102055	977.0	153.0	2428.jpg	2428_right_eye.jpg	2428_left_eye.jpg	752.62213	410.26257
P16	Recording19	case_6	Bottom center	538381838	966.0	947.0	2429.jpg	2429_right_eye.jpg	2429_left_eye.jpg	839.03296	1055.988
P17	Recording20	case_1	Top right	108304011	1780.0	159.0	2430.jpg	2430_right_eye.jpg	2430_left_eye.jpg	1882.8501	95.957664
P17	Recording20	case_1	Middle center	109306816	954.0	499.0	2431.jpg	2431_right_eye.jpg	2431_left_eye.jpg	892.94775	547.4049
P17	Recording20	case_1	Bottom right	110007167	1729.0	970.0	2432.jpg	2432_right_eye.jpg	2432_left_eye.jpg	1736.6306	928.16223
P17	Recording20	case_1	Middle left	111016879	160.0	536.0	2433.jpg	2433_right_eye.jpg	2433_left_eye.jpg	66.20279	554.54047
P17	Recording20	case_1	Bottom center	111896749	963.0	995.0	2434.jpg	2434_right_eye.jpg	2434_left_eye.jpg	943.1764	981.85486
P17	Recording20	case_1	Bottom left	112840017	153.0	975.0	2435.jpg	2435_right_eye.jpg	2435_left_eye.jpg	56.19071	952.84796
P17	Recording20	case_1	Top center	114233110	947.0	169.0	2436.jpg	2436_right_eye.jpg	2436_left_eye.jpg	857.97217	100.07333
P17	Recording20	case_1	Top left	115066338	140.0	144.0	2437.jpg	2437_right_eye.jpg	2437_left_eye.jpg	45.802032	89.73366
P17	Recording20	case_1	Middle right	116199447	1744.0	560.0	2438.jpg	2438_right_eye.jpg	2438_left_eye.jpg	1880.5321	454.81265
P17	Recording20	case_1	Middle right	118625714	1752.0	587.0	2439.jpg	2439_right_eye.jpg	2439_left_eye.jpg	1871.4745	436.64243
P17	Recording20	case_1	Middle left	120832018	167.0	567.0	2440.jpg	2440_right_eye.jpg	2440_left_eye.jpg	61.064857	664.32996
P17	Recording20	case_1	Bottom left	121705215	165.0	976.0	2441.jpg	2441_right_eye.jpg	2441_left_eye.jpg	75.22335	977.49194
P17	Recording20	case_1	Top left	122578393	148.0	148.0	2442.jpg	2442_right_eye.jpg	2442_left_eye.jpg	55.371735	121.9308
P17	Recording20	case_1	Top center	123408145	967.0	171.0	2443.jpg	2443_right_eye.jpg	2443_left_eye.jpg	843.5724	124.52699
P17	Recording20	case_1	Bottom right	124367964	1729.0	972.0	2444.jpg	2444_right_eye.jpg	2444_left_eye.jpg	1830.812	865.0788
P17	Recording20	case_1	Top right	125104646	1783.0	157.0	2445.jpg	2445_right_eye.jpg	2445_left_eye.jpg	1869.6816	105.87569
P17	Recording20	case_1	Middle center	126098611	969.0	483.0	2446.jpg	2446_right_eye.jpg	2446_left_eye.jpg	811.39825	764.32074
P17	Recording20	case_1	Bottom center	126727563	959.0	988.0	2447.jpg	2447_right_eye.jpg	2447_left_eye.jpg	931.57117	998.3845
P17	Recording20	case_1	Top center	127750855	962.0	175.0	2448.jpg	2448_right_eye.jpg	2448_left_eye.jpg	842.2123	116.71167
P17	Recording20	case_1	Bottom right	129073868	1733.0	979.0	2449.jpg	2449_right_eye.jpg	2449_left_eye.jpg	1817.9966	837.37274
P17	Recording20	case_1	Bottom left	130237093	165.0	984.0	2450.jpg	2450_right_eye.jpg	2450_left_eye.jpg	83.267944	967.95935
P17	Recording20	case_1	Middle center	131326794	961.0	481.0	2451.jpg	2451_right_eye.jpg	2451_left_eye.jpg	918.8472	552.4166
P17	Recording20	case_1	Bottom center	132319959	968.0	988.0	2452.jpg	2452_right_eye.jpg	2452_left_eye.jpg	970.5978	993.8851
P17	Recording20	case_1	Middle right	133216615	1754.0	559.0	2453.jpg	2453_right_eye.jpg	2453_left_eye.jpg	1851.146	489.9147
P17	Recording20	case_1	Top left	134296427	158.0	153.0	2454.jpg	2454_right_eye.jpg	2454_left_eye.jpg	45.325054	154.99199
P17	Recording20	case_1	Top right	135392784	1787.0	167.0	2455.jpg	2455_right_eye.jpg	2455_left_eye.jpg	1864.784	82.998825
P17	Recording20	case_1	Middle left	136639282	167.0	530.0	2456.jpg	2456_right_eye.jpg	2456_left_eye.jpg	55.02775	561.8461
P17	Recording20	case_2	Middle right	166367599	1738.0	575.0	2457.jpg	2457_right_eye.jpg	2457_left_eye.jpg	1818.5822	532.91547
P17	Recording20	case_2	Middle left	168034855			2458.jpg	2458_right_eye.jpg	2458_left_eye.jpg	82.6768	529.4314
P17	Recording20	case_2	Top right	168657333	1767.0	140.0	2459.jpg	2459_right_eye.jpg	2459_left_eye.jpg	1843.0051	137.51038
P17	Recording20	case_2	Bottom center	169400433	925.0	999.0	2460.jpg	2460_right_eye.jpg	2460_left_eye.jpg	903.8578	939.203
P17	Recording20	case_2	Top left	170166986	164.0	124.0	2461.jpg	2461_right_eye.jpg	2461_left_eye.jpg	113.00903	52.245674
P17	Recording20	case_2	Middle center	170986841	951.0	579.0	2462.jpg	2462_right_eye.jpg	2462_left_eye.jpg	869.6547	493.86835
P17	Recording20	case_2	Top center	171903456	964.0	121.0	2463.jpg	2463_right_eye.jpg	2463_left_eye.jpg	777.5847	89.38583
P17	Recording20	case_2	Bottom left	172889970	147.0	977.0	2464.jpg	2464_right_eye.jpg	2464_left_eye.jpg	75.25253	911.63806
P17	Recording20	case_2	Bottom right	173842676	1760.0	949.0	2465.jpg	2465_right_eye.jpg	2465_left_eye.jpg	1734.19	847.3137
P17	Recording20	case_2	Top left	174689677	143.0	101.0	2466.jpg	2466_right_eye.jpg	2466_left_eye.jpg	51.529964	66.82893
P17	Recording20	case_2	Middle center	175898610			2467.jpg	2467_right_eye.jpg	2467_left_eye.jpg	872.7434	543.74854
P17	Recording20	case_2	Middle right	176746999			2468.jpg	2468_right_eye.jpg	2468_left_eye.jpg	1807.8896	430.73822
P17	Recording20	case_2	Bottom right	177439221	1758.0	979.0	2469.jpg	2469_right_eye.jpg	2469_left_eye.jpg	1770.3961	892.4677
P17	Recording20	case_2	Top center	178599017	957.0	118.0	2470.jpg	2470_right_eye.jpg	2470_left_eye.jpg	804.3018	102.154915
P17	Recording20	case_2	Middle left	179682174	159.0	546.0	2471.jpg	2471_right_eye.jpg	2471_left_eye.jpg	61.603683	359.64957
P17	Recording20	case_2	Bottom center	180871978	950.0	1007.0	2472.jpg	2472_right_eye.jpg	2472_left_eye.jpg	922.91144	961.2903
P17	Recording20	case_2	Top right	182015111	1757.0	159.0	2473.jpg	2473_right_eye.jpg	2473_left_eye.jpg	1850.1532	86.08564
P17	Recording20	case_2	Bottom left	182864962	140.0	988.0	2474.jpg	2474_right_eye.jpg	2474_left_eye.jpg	75.95447	933.6196
P17	Recording20	case_2	Bottom left	183928121	141.0	985.0	2475.jpg	2475_right_eye.jpg	2475_left_eye.jpg	108.70854	885.34906
P17	Recording20	case_2	Bottom center	185122717			2476.jpg	2476_right_eye.jpg	2476_left_eye.jpg	779.8705	1001.61835
P17	Recording20	case_2	Top right	186057624	1775.0	138.0	2477.jpg	2477_right_eye.jpg	2477_left_eye.jpg	1836.7518	78.10731
P17	Recording20	case_2	Top center	186950810	956.0	125.0	2478.jpg	2478_right_eye.jpg	2478_left_eye.jpg	804.7583	104.07348
P17	Recording20	case_2	Middle center	188354587	964.0	524.0	2479.jpg	2479_right_eye.jpg	2479_left_eye.jpg	933.923	476.09528
P17	Recording20	case_2	Middle left	189200560	167.0	532.0	2480.jpg	2480_right_eye.jpg	2480_left_eye.jpg	68.897224	382.77087
P17	Recording20	case_2	Top left	190273716	168.0	122.0	2481.jpg	2481_right_eye.jpg	2481_left_eye.jpg	92.51357	68.89001
P17	Recording20	case_2	Bottom right	191634905			2482.jpg	2482_right_eye.jpg	2482_left_eye.jpg	1764.0684	882.9884
P17	Recording20	case_2	Middle right	192273391	1747.0	573.0	2483.jpg	2483_right_eye.jpg	2483_left_eye.jpg	1820.0559	433.66928
P17	Recording20	case_3	Middle center	224010911	968.0	479.0	2484.jpg	2484_right_eye.jpg	2484_left_eye.jpg	983.32135	13.011105
P17	Recording20	case_3	Top center	224464763	967.0	155.0	2485.jpg	2485_right_eye.jpg	2485_left_eye.jpg	1159.723	122.63983
P17	Recording20	case_3	Bottom left	225161186	155.0	978.0	2486.jpg	2486_right_eye.jpg	2486_left_eye.jpg	123.362305	20.023067
P17	Recording20	case_3	Bottom center	225927782	951.0	999.0	2487.jpg	2487_right_eye.jpg	2487_left_eye.jpg	909.09143	16.740765
P17	Recording20	case_3	Top left	226984352	143.0	139.0	2488.jpg	2488_right_eye.jpg	2488_left_eye.jpg	658.3813	106.24656
P17	Recording20	case_3	Middle left	227847434	149.0	570.0	2489.jpg	2489_right_eye.jpg	2489_left_eye.jpg	324.788	14.31964
P17	Recording20	case_3	Bottom right	228790716	1733.0	965.0	2490.jpg	2490_right_eye.jpg	2490_left_eye.jpg	1814.2388	56.147007
P17	Recording20	case_3	Middle right	229617251	1740.0	560.0	2491.jpg	2491_right_eye.jpg	2491_left_eye.jpg	1666.8081	69.69351
P17	Recording20	case_3	Top right	230393648	1785.0	154.0	2492.jpg	2492_right_eye.jpg	2492_left_eye.jpg	1616.7008	151.8251
P17	Recording20	case_3	Middle right	231713433	1734.0	551.0	2493.jpg	2493_right_eye.jpg	2493_left_eye.jpg	1615.0575	87.13174
P17	Recording20	case_3	Middle left	232890048	151.0	547.0	2494.jpg	2494_right_eye.jpg	2494_left_eye.jpg	290.90573	16.13031
P17	Recording20	case_3	Top center	233839758	958.0	166.0	2495.jpg	2495_right_eye.jpg	2495_left_eye.jpg	1110.4268	136.43979
P17	Recording20	case_3	Middle center	234743082	961.0	459.0	2496.jpg	2496_right_eye.jpg	2496_left_eye.jpg	978.1192	25.09173
P17	Recording20	case_3	Top right	235896239	1774.0	152.0	2497.jpg	2497_right_eye.jpg	2497_left_eye.jpg	1570.1859	161.7218
P17	Recording20	case_3	Bottom left	236936057	158.0	975.0	2498.jpg	2498_right_eye.jpg	2498_left_eye.jpg	127.86098	14.087638
P17	Recording20	case_3	Top left	237849243	148.0	162.0	2499.jpg	2499_right_eye.jpg	2499_left_eye.jpg	740.1529	124.61163
P17	Recording20	case_3	Bottom center	239335659	948.0	996.0	2500.jpg	2500_right_eye.jpg	2500_left_eye.jpg	868.76044	17.730478
P17	Recording20	case_3	Bottom right	240345365	1724.0	980.0	2501.jpg	2501_right_eye.jpg	2501_left_eye.jpg	1776.959	55.062454
P17	Recording20	case_3	Bottom right	241232012	1724.0	980.0	2502.jpg	2502_right_eye.jpg	2502_left_eye.jpg	1801.2628	58.24108
P17	Recording20	case_3	Middle center	242415159	958.0	462.0	2503.jpg	2503_right_eye.jpg	2503_left_eye.jpg	854.1097	16.315107
P17	Recording20	case_3	Middle right	243441655	1734.0	543.0	2504.jpg	2504_right_eye.jpg	2504_left_eye.jpg	1687.7126	76.079216
P17	Recording20	case_3	Middle left	244418181	162.0	533.0	2505.jpg	2505_right_eye.jpg	2505_left_eye.jpg	268.57297	12.345078
P17	Recording20	case_3	Bottom center	245258051	952.0	1001.0	2506.jpg	2506_right_eye.jpg	2506_left_eye.jpg	848.3058	10.049813
P17	Recording20	case_3	Top center	246377867	962.0	177.0	2507.jpg	2507_right_eye.jpg	2507_left_eye.jpg	937.74884	83.65607
P17	Recording20	case_3	Top left	247304391	154.0	156.0	2508.jpg	2508_right_eye.jpg	2508_left_eye.jpg	691.1599	107.7845
P17	Recording20	case_3	Bottom left	248784151	154.0	969.0	2509.jpg	2509_right_eye.jpg	2509_left_eye.jpg	138.33473	9.828786
P17	Recording20	case_3	Top right	250200483	1778.0	166.0	2510.jpg	2510_right_eye.jpg	2510_left_eye.jpg	1639.5178	116.81762
P17	Recording20	case_4	Bottom center	296049649	947.0	995.0	2511.jpg	2511_right_eye.jpg	2511_left_eye.jpg	1856.382	180.69495
P17	Recording20	case_4	Top right	297142819	1780.0	159.0	2512.jpg	2512_right_eye.jpg	2512_left_eye.jpg	1908.5564	45.53325
P17	Recording20	case_4	Middle center	297919331	960.0	470.0	2513.jpg	2513_right_eye.jpg	2513_left_eye.jpg	1774.053	65.505646
P17	Recording20	case_4	Middle right	298799209	1741.0	560.0	2514.jpg	2514_right_eye.jpg	2514_left_eye.jpg	1914.4401	98.17411
P17	Recording20	case_4	Bottom right	299425760	1724.0	956.0	2515.jpg	2515_right_eye.jpg	2515_left_eye.jpg	1913.3096	292.36072
P17	Recording20	case_4	Top center	300385613	964.0	167.0	2516.jpg	2516_right_eye.jpg	2516_left_eye.jpg	1758.8851	51.460728
P17	Recording20	case_4	Middle left	301272128	186.0	559.0	2517.jpg	2517_right_eye.jpg	2517_left_eye.jpg	1040.1771	22.517578
P17	Recording20	case_4	Bottom left	302201976	166.0	971.0	2518.jpg	2518_right_eye.jpg	2518_left_eye.jpg	1080.1094	84.46584
P17	Recording20	case_4	Top left	303706963	150.0	164.0	2519.jpg	2519_right_eye.jpg	2519_left_eye.jpg	1152.1638	41.20852
P17	Recording20	case_4	Middle left	304361622	173.0	571.0	2520.jpg	2520_right_eye.jpg	2520_left_eye.jpg	1149.4451	34.823593
P17	Recording20	case_4	Top left	305231368	148.0	164.0	2521.jpg	2521_right_eye.jpg	2521_left_eye.jpg	1165.0265	23.226063
P17	Recording20	case_4	Middle right	306377834	1739.0	580.0	2522.jpg	2522_right_eye.jpg	2522_left_eye.jpg	1914.8049	125.8642
P17	Recording20	case_4	Bottom left	307301146	171.0	974.0	2523.jpg	2523_right_eye.jpg	2523_left_eye.jpg	1095.4366	103.94643
P17	Recording20	case_4	Bottom right	308344186	1719.0	984.0	2524.jpg	2524_right_eye.jpg	2524_left_eye.jpg	1911.0209	277.15244
P17	Recording20	case_4	Top center	309327475	958.0	179.0	2525.jpg	2525_right_eye.jpg	2525_left_eye.jpg	1780.5537	40.58806
P17	Recording20	case_4	Middle center	310193997	949.0	481.0	2526.jpg	2526_right_eye.jpg	2526_left_eye.jpg	1823.1627	67.40758
P17	Recording20	case_4	Top right	310983757	1786.0	159.0	2527.jpg	2527_right_eye.jpg	2527_left_eye.jpg	1899.9398	70.26969
P17	Recording20	case_4	Bottom center	311856951	943.0	1004.0	2528.jpg	2528_right_eye.jpg	2528_left_eye.jpg	1822.1406	138.04314
P17	Recording20	case_4	Bottom right	313033533	1712.0	977.0	2529.jpg	2529_right_eye.jpg	2529_left_eye.jpg	1908.0951	323.09274
P17	Recording20	case_4	Middle right	313846726	1738.0	577.0	2530.jpg	2530_right_eye.jpg	2530_left_eye.jpg	1897.6227	204.79742
P17	Recording20	case_4	Bottom center	314609835	945.0	1001.0	2531.jpg	2531_right_eye.jpg	2531_left_eye.jpg	1847.3472	139.02292
P17	Recording20	case_4	Middle left	315626436	158.0	546.0	2532.jpg	2532_right_eye.jpg	2532_left_eye.jpg	1115.1228	28.378952
