Participant	Recording	Case	Stimul	Timestamp	Fixation_X	Fixation_Y	File	Right_eye_normalized	Left_eye_normalized
P19	Recording22	case_3	Top center	244994119	979.0	167.0	2820.jpg	2820_right_eye.jpg	2820_left_eye.jpg
P19	Recording22	case_3	Top right	245833990	1803.0	167.0	2821.jpg	2821_right_eye.jpg	2821_left_eye.jpg
P19	Recording22	case_3	Middle left	246747175	169.0	559.0	2822.jpg	2822_right_eye.jpg	2822_left_eye.jpg
P19	Recording22	case_3	Bottom left	247747003	195.0	976.0	2823.jpg	2823_right_eye.jpg	2823_left_eye.jpg
P19	Recording22	case_3	Middle right	248696736	1787.0	554.0	2824.jpg	2824_right_eye.jpg	2824_left_eye.jpg
P19	Recording22	case_3	Bottom right	249770015	1741.0	962.0	2825.jpg	2825_right_eye.jpg	2825_left_eye.jpg
P19	Recording22	case_3	Bottom right	250849825	1741.0	962.0	2826.jpg	2826_right_eye.jpg	2826_left_eye.jpg
P19	Recording22	case_3	Middle right	251939648	1788.0	565.0	2827.jpg	2827_right_eye.jpg	2827_left_eye.jpg
P19	Recording22	case_3	Bottom left	252986148	185.0	978.0	2828.jpg	2828_right_eye.jpg	2828_left_eye.jpg
P19	Recording22	case_3	Middle center	253995992	968.0	514.0	2829.jpg	2829_right_eye.jpg	2829_left_eye.jpg
P19	Recording22	case_3	Middle left	254979158	178.0	539.0	2830.jpg	2830_right_eye.jpg	2830_left_eye.jpg
P19	Recording22	case_3	Bottom center	255945677	979.0	979.0	2831.jpg	2831_right_eye.jpg	2831_left_eye.jpg
P19	Recording22	case_3	Top right	256915523	1799.0	171.0	2832.jpg	2832_right_eye.jpg	2832_left_eye.jpg
P19	Recording22	case_3	Top center	257898702	980.0	178.0	2833.jpg	2833_right_eye.jpg	2833_left_eye.jpg
P19	Recording22	case_3	Top left	258938519	151.0	156.0	2834.jpg	2834_right_eye.jpg	2834_left_eye.jpg
P19	Recording22	case_4	Bottom right	292273088	1739.0	963.0	2835.jpg	2835_right_eye.jpg	2835_left_eye.jpg
P19	Recording22	case_4	Top right	293179611	1805.0	160.0	2836.jpg	2836_right_eye.jpg	2836_left_eye.jpg
P19	Recording22	case_4	Middle center	294082691	976.0	499.0	2837.jpg	2837_right_eye.jpg	2837_left_eye.jpg
P19	Recording22	case_4	Bottom center	294962526	975.0	991.0	2838.jpg	2838_right_eye.jpg	2838_left_eye.jpg
P19	Recording22	case_4	Top center	295802386	976.0	172.0	2839.jpg	2839_right_eye.jpg	2839_left_eye.jpg
P19	Recording22	case_4	Bottom left	296635604	187.0	972.0	2840.jpg	2840_right_eye.jpg	2840_left_eye.jpg
P19	Recording22	case_4	Middle left	297515465	169.0	556.0	2841.jpg	2841_right_eye.jpg	2841_left_eye.jpg
P19	Recording22	case_4	Middle right	298425411	1789.0	556.0	2842.jpg	2842_right_eye.jpg	2842_left_eye.jpg
P19	Recording22	case_4	Top left	299451916	148.0	151.0	2843.jpg	2843_right_eye.jpg	2843_left_eye.jpg
P19	Recording22	case_4	Middle left	300201673	174.0	564.0	2844.jpg	2844_right_eye.jpg	2844_left_eye.jpg
P19	Recording22	case_4	Middle right	301114841	1780.0	549.0	2845.jpg	2845_right_eye.jpg	2845_left_eye.jpg
P19	Recording22	case_4	Top right	301874737	1810.0	165.0	2846.jpg	2846_right_eye.jpg	2846_left_eye.jpg
P19	Recording22	case_4	Bottom center	302704708	980.0	984.0	2847.jpg	2847_right_eye.jpg	2847_left_eye.jpg
P19	Recording22	case_4	Bottom right	303531237	1744.0	970.0	2848.jpg	2848_right_eye.jpg	2848_left_eye.jpg
P19	Recording22	case_4	Middle center	304411092	978.0	506.0	2849.jpg	2849_right_eye.jpg	2849_left_eye.jpg
P19	Recording22	case_4	Top center	305147633	993.0	168.0	2850.jpg	2850_right_eye.jpg	2850_left_eye.jpg
P19	Recording22	case_4	Top left	305907499	155.0	160.0	2851.jpg	2851_right_eye.jpg	2851_left_eye.jpg
P19	Recording22	case_4	Bottom left	306714030	189.0	962.0	2852.jpg	2852_right_eye.jpg	2852_left_eye.jpg
P19	Recording22	case_4	Bottom left	307633883	189.0	962.0	2853.jpg	2853_right_eye.jpg	2853_left_eye.jpg
P19	Recording22	case_4	Middle center	308450426	976.0	512.0	2854.jpg	2854_right_eye.jpg	2854_left_eye.jpg
P19	Recording22	case_4	Bottom center	309226843	981.0	972.0	2855.jpg	2855_right_eye.jpg	2855_left_eye.jpg
P19	Recording22	case_4	Middle left	310050155	177.0	550.0	2856.jpg	2856_right_eye.jpg	2856_left_eye.jpg
P19	Recording22	case_4	Top right	310803380	1797.0	158.0	2857.jpg	2857_right_eye.jpg	2857_left_eye.jpg
P19	Recording22	case_4	Top left	311659789	149.0	155.0	2858.jpg	2858_right_eye.jpg	2858_left_eye.jpg
P19	Recording22	case_4	Middle right	312459641	1795.0	557.0	2859.jpg	2859_right_eye.jpg	2859_left_eye.jpg
P19	Recording22	case_4	Bottom right	313259503	1747.0	971.0	2860.jpg	2860_right_eye.jpg	2860_left_eye.jpg
P19	Recording22	case_4	Top center	314059395	982.0	183.0	2861.jpg	2861_right_eye.jpg	2861_left_eye.jpg
P19	Recording22	case_5	Bottom left	349176955	183.0	966.0	2862.jpg	2862_right_eye.jpg	2862_left_eye.jpg
P19	Recording22	case_5	Bottom center	350083499	968.0	984.0	2863.jpg	2863_right_eye.jpg	2863_left_eye.jpg
P19	Recording22	case_5	Top left	350826808	158.0	161.0	2864.jpg	2864_right_eye.jpg	2864_left_eye.jpg
P19	Recording22	case_5	Middle left	351666671	163.0	576.0	2865.jpg	2865_right_eye.jpg	2865_left_eye.jpg
P19	Recording22	case_5	Bottom right	352553198	1752.0	944.0	2866.jpg	2866_right_eye.jpg	2866_left_eye.jpg
P19	Recording22	case_5	Top center	353299745	974.0	179.0	2867.jpg	2867_right_eye.jpg	2867_left_eye.jpg
P19	Recording22	case_5	Middle center	354002838	968.0	505.0	2868.jpg	2868_right_eye.jpg	2868_left_eye.jpg
P19	Recording22	case_5	Top right	354762734	1801.0	171.0	2869.jpg	2869_right_eye.jpg	2869_left_eye.jpg
P19	Recording22	case_5	Middle right	355562625	1775.0	571.0	2870.jpg	2870_right_eye.jpg	2870_left_eye.jpg
P19	Recording22	case_5	Bottom left	356362480	177.0	957.0	2871.jpg	2871_right_eye.jpg	2871_left_eye.jpg
P19	Recording22	case_5	Middle left	357145794	166.0	570.0	2872.jpg	2872_right_eye.jpg	2872_left_eye.jpg
P19	Recording22	case_5	Middle center	357915531	966.0	496.0	2873.jpg	2873_right_eye.jpg	2873_left_eye.jpg
P19	Recording22	case_5	Top left	358812188	135.0	152.0	2874.jpg	2874_right_eye.jpg	2874_left_eye.jpg
P19	Recording22	case_5	Middle right	359755363	1770.0	569.0	2875.jpg	2875_right_eye.jpg	2875_left_eye.jpg
P19	Recording22	case_5	Top center	360675215	985.0	174.0	2876.jpg	2876_right_eye.jpg	2876_left_eye.jpg
P19	Recording22	case_5	Top right	361601728	1808.0	165.0	2877.jpg	2877_right_eye.jpg	2877_left_eye.jpg
P19	Recording22	case_5	Bottom right	362544902	1747.0	951.0	2878.jpg	2878_right_eye.jpg	2878_left_eye.jpg
P19	Recording22	case_5	Bottom center	363434753	970.0	974.0	2879.jpg	2879_right_eye.jpg	2879_left_eye.jpg
P19	Recording22	case_5	Bottom left	364251292	180.0	953.0	2880.jpg	2880_right_eye.jpg	2880_left_eye.jpg
P19	Recording22	case_5	Middle center	365097815	971.0	507.0	2881.jpg	2881_right_eye.jpg	2881_left_eye.jpg
P19	Recording22	case_5	Bottom right	365897687	1746.0	960.0	2882.jpg	2882_right_eye.jpg	2882_left_eye.jpg
P19	Recording22	case_5	Top right	366890861	1805.0	156.0	2883.jpg	2883_right_eye.jpg	2883_left_eye.jpg
P19	Recording22	case_5	Top center	368044017	983.0	157.0	2884.jpg	2884_right_eye.jpg	2884_left_eye.jpg
P19	Recording22	case_5	Middle left	369083843	166.0	583.0	2885.jpg	2885_right_eye.jpg	2885_left_eye.jpg
P19	Recording22	case_5	Middle right	370113556	1778.0	578.0	2886.jpg	2886_right_eye.jpg	2886_left_eye.jpg
P19	Recording22	case_5	Top left	370930196	151.0	150.0	2887.jpg	2887_right_eye.jpg	2887_left_eye.jpg
P19	Recording22	case_5	Bottom center	371946599	964.0	967.0	2888.jpg	2888_right_eye.jpg	2888_left_eye.jpg
P19	Recording22	case_6	Middle center	386794278	978.0	528.0	2889.jpg	2889_right_eye.jpg	2889_left_eye.jpg
P19	Recording22	case_6	Bottom center	387674140	968.0	976.0	2890.jpg	2890_right_eye.jpg	2890_left_eye.jpg
P19	Recording22	case_6	Bottom left	388513999	195.0	983.0	2891.jpg	2891_right_eye.jpg	2891_left_eye.jpg
P19	Recording22	case_6	Top center	389363855	979.0	182.0	2892.jpg	2892_right_eye.jpg	2892_left_eye.jpg
P19	Recording22	case_6	Top left	390170384	156.0	153.0	2893.jpg	2893_right_eye.jpg	2893_left_eye.jpg
P19	Recording22	case_6	Middle left	390993585	175.0	554.0	2894.jpg	2894_right_eye.jpg	2894_left_eye.jpg
P19	Recording22	case_6	Top right	391810128	1807.0	168.0	2895.jpg	2895_right_eye.jpg	2895_left_eye.jpg
P19	Recording22	case_6	Bottom right	392769965	1743.0	968.0	2896.jpg	2896_right_eye.jpg	2896_left_eye.jpg
P19	Recording22	case_6	Middle right	393643159	1797.0	550.0	2897.jpg	2897_right_eye.jpg	2897_left_eye.jpg
P19	Recording22	case_6	Bottom center	394592871	975.0	981.0	2898.jpg	2898_right_eye.jpg	2898_left_eye.jpg
P19	Recording22	case_6	Bottom left	395489523	195.0	981.0	2899.jpg	2899_right_eye.jpg	2899_left_eye.jpg
P19	Recording22	case_6	Middle right	396419268	1797.0	550.0	2900.jpg	2900_right_eye.jpg	2900_left_eye.jpg
P19	Recording22	case_6	Middle center	397219153	990.0	513.0	2901.jpg	2901_right_eye.jpg	2901_left_eye.jpg
P19	Recording22	case_6	Top right	397955790	1810.0	169.0	2902.jpg	2902_right_eye.jpg	2902_left_eye.jpg
P19	Recording22	case_6	Top center	398722326	988.0	186.0	2903.jpg	2903_right_eye.jpg	2903_left_eye.jpg
P19	Recording22	case_6	Top left	399532069	157.0	158.0	2904.jpg	2904_right_eye.jpg	2904_left_eye.jpg
P19	Recording22	case_6	Bottom right	400371946	1739.0	967.0	2905.jpg	2905_right_eye.jpg	2905_left_eye.jpg
P19	Recording22	case_6	Middle left	401138477	174.0	553.0	2906.jpg	2906_right_eye.jpg	2906_left_eye.jpg
P19	Recording22	case_6	Middle center	401811737	977.0	532.0	2907.jpg	2907_right_eye.jpg	2907_left_eye.jpg
P19	Recording22	case_6	Middle left	402504918	173.0	549.0	2908.jpg	2908_right_eye.jpg	2908_left_eye.jpg
P19	Recording22	case_6	Top right	403184801	1812.0	170.0	2909.jpg	2909_right_eye.jpg	2909_left_eye.jpg
P19	Recording22	case_6	Middle right	403858067	1790.0	555.0	2910.jpg	2910_right_eye.jpg	2910_left_eye.jpg
P19	Recording22	case_6	Bottom right	404708020	1748.0	976.0	2911.jpg	2911_right_eye.jpg	2911_left_eye.jpg
P19	Recording22	case_6	Bottom left	405514558	186.0	974.0	2912.jpg	2912_right_eye.jpg	2912_left_eye.jpg
P19	Recording22	case_6	Top left	406521061	157.0	157.0	2913.jpg	2913_right_eye.jpg	2913_left_eye.jpg
P19	Recording22	case_6	Bottom center	407194288	984.0	973.0	2914.jpg	2914_right_eye.jpg	2914_left_eye.jpg
P19	Recording22	case_6	Top center	407817410	989.0	185.0	2915.jpg	2915_right_eye.jpg	2915_left_eye.jpg
P20	Recording23	case_1	Middle left	91017005	179.0	518.0	2916.jpg	2916_right_eye.jpg	2916_left_eye.jpg
P20	Recording23	case_1	Top left	93386709	220.0	132.0	2917.jpg	2917_right_eye.jpg	2917_left_eye.jpg
P20	Recording23	case_1	Top right	95986290	1737.0	88.0	2918.jpg	2918_right_eye.jpg	2918_left_eye.jpg
P20	Recording23	case_1	Middle right	98169161	1737.0	520.0	2919.jpg	2919_right_eye.jpg	2919_left_eye.jpg
P20	Recording23	case_1	Bottom left	100305589	186.0	915.0	2920.jpg	2920_right_eye.jpg	2920_left_eye.jpg
P20	Recording23	case_1	Bottom center	102288496	965.0	933.0	2921.jpg	2921_right_eye.jpg	2921_left_eye.jpg
P20	Recording23	case_1	Top center	104144967	966.0	56.0	2922.jpg	2922_right_eye.jpg	2922_left_eye.jpg
P20	Recording23	case_1	Middle center	105768023	971.0	472.0	2923.jpg	2923_right_eye.jpg	2923_left_eye.jpg
P20	Recording23	case_1	Bottom right	107891022	1783.0	917.0	2924.jpg	2924_right_eye.jpg	2924_left_eye.jpg
P20	Recording23	case_1	Top left	109834035	217.0	132.0	2925.jpg	2925_right_eye.jpg	2925_left_eye.jpg
P20	Recording23	case_1	Middle center	111497099	971.0	470.0	2926.jpg	2926_right_eye.jpg	2926_left_eye.jpg
P20	Recording23	case_1	Middle left	113153392	194.0	510.0	2927.jpg	2927_right_eye.jpg	2927_left_eye.jpg
P20	Recording23	case_1	Bottom center	114586683	972.0	935.0	2928.jpg	2928_right_eye.jpg	2928_left_eye.jpg
P20	Recording23	case_1	Middle right	116186244	1720.0	531.0	2929.jpg	2929_right_eye.jpg	2929_left_eye.jpg
P20	Recording23	case_1	Bottom left	117522803	195.0	914.0	2930.jpg	2930_right_eye.jpg	2930_left_eye.jpg
P20	Recording23	case_1	Bottom right	119392490	1783.0	912.0	2931.jpg	2931_right_eye.jpg	2931_left_eye.jpg
P20	Recording23	case_1	Top center	121018886	968.0	68.0	2932.jpg	2932_right_eye.jpg	2932_left_eye.jpg
P20	Recording23	case_1	Top right	122465214	1735.0	97.0	2933.jpg	2933_right_eye.jpg	2933_left_eye.jpg
P20	Recording23	case_1	Top right	126168031	1735.0	97.0	2934.jpg	2934_right_eye.jpg	2934_left_eye.jpg
P20	Recording23	case_1	Middle left	128161034	190.0	516.0	2935.jpg	2935_right_eye.jpg	2935_left_eye.jpg
P20	Recording23	case_1	Top center	129570676	970.0	56.0	2936.jpg	2936_right_eye.jpg	2936_left_eye.jpg
P20	Recording23	case_1	Top left	131017104	216.0	120.0	2937.jpg	2937_right_eye.jpg	2937_left_eye.jpg
P20	Recording23	case_1	Bottom left	132450322	190.0	910.0	2938.jpg	2938_right_eye.jpg	2938_left_eye.jpg
P20	Recording23	case_1	Bottom right	133793441	1783.0	912.0	2939.jpg	2939_right_eye.jpg	2939_left_eye.jpg
P20	Recording23	case_1	Middle right	135329755	1736.0	515.0	2940.jpg	2940_right_eye.jpg	2940_left_eye.jpg
P20	Recording23	case_1	Middle center	136496211	976.0	452.0	2941.jpg	2941_right_eye.jpg	2941_left_eye.jpg
P20	Recording23	case_1	Bottom center	137739478	977.0	929.0	2942.jpg	2942_right_eye.jpg	2942_left_eye.jpg
P20	Recording23	case_2	Top center	163091816			2943.jpg	2943_right_eye.jpg	2943_left_eye.jpg
P20	Recording23	case_2	Bottom left	164508445	155.0	923.0	2944.jpg	2944_right_eye.jpg	2944_left_eye.jpg
P20	Recording23	case_2	Top right	166144753	1739.0	41.0	2945.jpg	2945_right_eye.jpg	2945_left_eye.jpg
P20	Recording23	case_2	Middle right	167907662			2946.jpg	2946_right_eye.jpg	2946_left_eye.jpg
P20	Recording23	case_2	Bottom center	169257551	971.0	914.0	2947.jpg	2947_right_eye.jpg	2947_left_eye.jpg
P20	Recording23	case_2	Top left	170891645	229.0	116.0	2948.jpg	2948_right_eye.jpg	2948_left_eye.jpg
P20	Recording23	case_2	Middle center	172133872	969.0	411.0	2949.jpg	2949_right_eye.jpg	2949_left_eye.jpg
P20	Recording23	case_2	Middle left	173576858	127.0	416.0	2950.jpg	2950_right_eye.jpg	2950_left_eye.jpg
P20	Recording23	case_2	Bottom right	175010060	1794.0	913.0	2951.jpg	2951_right_eye.jpg	2951_left_eye.jpg
P20	Recording23	case_2	Middle left	176691635	168.0	491.0	2952.jpg	2952_right_eye.jpg	2952_left_eye.jpg
P20	Recording23	case_2	Top center	177866262	1032.0	-147.0	2953.jpg	2953_right_eye.jpg	2953_left_eye.jpg
P20	Recording23	case_2	Middle right	179202701	1792.0	428.0	2954.jpg	2954_right_eye.jpg	2954_left_eye.jpg
P20	Recording23	case_2	Bottom left	180472506	179.0	912.0	2955.jpg	2955_right_eye.jpg	2955_left_eye.jpg
P20	Recording23	case_2	Top left	181762295	217.0	108.0	2956.jpg	2956_right_eye.jpg	2956_left_eye.jpg
P20	Recording23	case_2	Top right	183098735	1768.0	14.0	2957.jpg	2957_right_eye.jpg	2957_left_eye.jpg
P20	Recording23	case_2	Bottom center	184555061	971.0	921.0	2958.jpg	2958_right_eye.jpg	2958_left_eye.jpg
P20	Recording23	case_2	Bottom right	186298208	1808.0	932.0	2959.jpg	2959_right_eye.jpg	2959_left_eye.jpg
P20	Recording23	case_2	Middle center	187779721			2960.jpg	2960_right_eye.jpg	2960_left_eye.jpg
P20	Recording23	case_2	Middle right	189156061			2961.jpg	2961_right_eye.jpg	2961_left_eye.jpg
P20	Recording23	case_2	Bottom left	190560729	192.0	920.0	2962.jpg	2962_right_eye.jpg	2962_left_eye.jpg
P20	Recording23	case_2	Top left	192040493	234.0	70.0	2963.jpg	2963_right_eye.jpg	2963_left_eye.jpg
P20	Recording23	case_2	Bottom center	193587006	966.0	941.0	2964.jpg	2964_right_eye.jpg	2964_left_eye.jpg
P20	Recording23	case_2	Top center	194920139	976.0	58.0	2965.jpg	2965_right_eye.jpg	2965_left_eye.jpg
P20	Recording23	case_2	Bottom right	196169950	1788.0	925.0	2966.jpg	2966_right_eye.jpg	2966_left_eye.jpg
P20	Recording23	case_2	Middle center	197747672			2967.jpg	2967_right_eye.jpg	2967_left_eye.jpg
P20	Recording23	case_2	Top right	199312762	1708.0	88.0	2968.jpg	2968_right_eye.jpg	2968_left_eye.jpg
P20	Recording23	case_2	Middle left	200889170	154.0	476.0	2969.jpg	2969_right_eye.jpg	2969_left_eye.jpg
P20	Recording23	case_3	Middle left	242499097	179.0	531.0	2970.jpg	2970_right_eye.jpg	2970_left_eye.jpg
P20	Recording23	case_3	Middle right	244128806	1735.0	528.0	2971.jpg	2971_right_eye.jpg	2971_left_eye.jpg
P20	Recording23	case_3	Bottom right	245681871	1777.0	921.0	2972.jpg	2972_right_eye.jpg	2972_left_eye.jpg
P20	Recording23	case_3	Middle center	247121622	976.0	465.0	2973.jpg	2973_right_eye.jpg	2973_left_eye.jpg
P20	Recording23	case_3	Top right	248528060	1734.0	88.0	2974.jpg	2974_right_eye.jpg	2974_left_eye.jpg
P20	Recording23	case_3	Bottom left	249967815	183.0	907.0	2975.jpg	2975_right_eye.jpg	2975_left_eye.jpg
P20	Recording23	case_3	Bottom center	251314262	975.0	935.0	2976.jpg	2976_right_eye.jpg	2976_left_eye.jpg
P20	Recording23	case_3	Top left	252617382	221.0	113.0	2977.jpg	2977_right_eye.jpg	2977_left_eye.jpg
P20	Recording23	case_3	Top center	253800419	971.0	64.0	2978.jpg	2978_right_eye.jpg	2978_left_eye.jpg
P20	Recording23	case_3	Middle right	255073527	1745.0	519.0	2979.jpg	2979_right_eye.jpg	2979_left_eye.jpg
P20	Recording23	case_3	Bottom center	256280001	977.0	938.0	2980.jpg	2980_right_eye.jpg	2980_left_eye.jpg
P20	Recording23	case_3	Middle center	257529898	974.0	453.0	2981.jpg	2981_right_eye.jpg	2981_left_eye.jpg
P20	Recording23	case_3	Top center	258776345	971.0	62.0	2982.jpg	2982_right_eye.jpg	2982_left_eye.jpg
P20	Recording23	case_3	Top left	259962823	221.0	119.0	2983.jpg	2983_right_eye.jpg	2983_left_eye.jpg
P20	Recording23	case_3	Top right	261232608	1742.0	76.0	2984.jpg	2984_right_eye.jpg	2984_left_eye.jpg
P20	Recording23	case_3	Middle left	262482414	183.0	513.0	2985.jpg	2985_right_eye.jpg	2985_left_eye.jpg
P20	Recording23	case_3	Bottom right	263705539	1769.0	907.0	2986.jpg	2986_right_eye.jpg	2986_left_eye.jpg
P20	Recording23	case_3	Bottom left	264978682	187.0	906.0	2987.jpg	2987_right_eye.jpg	2987_left_eye.jpg
P20	Recording23	case_3	Middle right	266225126	1741.0	515.0	2988.jpg	2988_right_eye.jpg	2988_left_eye.jpg
P20	Recording23	case_3	Top center	267818204	973.0	72.0	2989.jpg	2989_right_eye.jpg	2989_left_eye.jpg
P20	Recording23	case_3	Top left	269314527	221.0	122.0	2990.jpg	2990_right_eye.jpg	2990_left_eye.jpg
P20	Recording23	case_3	Bottom center	270504429	978.0	935.0	2991.jpg	2991_right_eye.jpg	2991_left_eye.jpg
P20	Recording23	case_3	Middle left	271834122	190.0	510.0	2992.jpg	2992_right_eye.jpg	2992_left_eye.jpg
P20	Recording23	case_3	Top right	273680471	1746.0	77.0	2993.jpg	2993_right_eye.jpg	2993_left_eye.jpg
P20	Recording23	case_3	Middle center	275120222	970.0	474.0	2994.jpg	2994_right_eye.jpg	2994_left_eye.jpg
P20	Recording23	case_3	Bottom left	276679959	180.0	911.0	2995.jpg	2995_right_eye.jpg	2995_left_eye.jpg
P20	Recording23	case_3	Bottom right	278256461	1772.0	913.0	2996.jpg	2996_right_eye.jpg	2996_left_eye.jpg
P20	Recording23	case_4	Bottom right	311897662	1782.0	920.0	2997.jpg	2997_right_eye.jpg	2997_left_eye.jpg
P20	Recording23	case_4	Top center	313450736	961.0	72.0	2998.jpg	2998_right_eye.jpg	2998_left_eye.jpg
P20	Recording23	case_4	Middle center	314823860	969.0	503.0	2999.jpg	2999_right_eye.jpg	2999_left_eye.jpg
P20	Recording23	case_4	Top left	316393510	223.0	119.0	3000.jpg	3000_right_eye.jpg	3000_left_eye.jpg
P20	Recording23	case_4	Middle left	317746609	181.0	517.0	3001.jpg	3001_right_eye.jpg	3001_left_eye.jpg
P20	Recording23	case_4	Bottom center	319066424	970.0	939.0	3002.jpg	3002_right_eye.jpg	3002_left_eye.jpg
P20	Recording23	case_4	Top right	320329646	1742.0	60.0	3003.jpg	3003_right_eye.jpg	3003_left_eye.jpg
P20	Recording23	case_4	Middle right	321665992	1748.0	527.0	3004.jpg	3004_right_eye.jpg	3004_left_eye.jpg
P20	Recording23	case_4	Bottom left	323009216	191.0	917.0	3005.jpg	3005_right_eye.jpg	3005_left_eye.jpg
P20	Recording23	case_4	Bottom center	324258900	979.0	944.0	3006.jpg	3006_right_eye.jpg	3006_left_eye.jpg
P20	Recording23	case_4	Top right	325538709	1738.0	74.0	3007.jpg	3007_right_eye.jpg	3007_left_eye.jpg
P20	Recording23	case_4	Middle right	326871818	1745.0	523.0	3008.jpg	3008_right_eye.jpg	3008_left_eye.jpg
P20	Recording23	case_4	Bottom left	328064979	190.0	920.0	3009.jpg	3009_right_eye.jpg	3009_left_eye.jpg
P20	Recording23	case_4	Bottom right	329368194	1778.0	917.0	3010.jpg	3010_right_eye.jpg	3010_left_eye.jpg
P20	Recording23	case_4	Top center	330601324	961.0	65.0	3011.jpg	3011_right_eye.jpg	3011_left_eye.jpg
P20	Recording23	case_4	Middle left	331961101	188.0	528.0	3012.jpg	3012_right_eye.jpg	3012_left_eye.jpg
P20	Recording23	case_4	Top left	333377534	228.0	128.0	3013.jpg	3013_right_eye.jpg	3013_left_eye.jpg
P20	Recording23	case_4	Middle center	334544009	972.0	462.0	3014.jpg	3014_right_eye.jpg	3014_left_eye.jpg
P20	Recording23	case_4	Bottom right	335810486	1776.0	921.0	3015.jpg	3015_right_eye.jpg	3015_left_eye.jpg
P20	Recording23	case_4	Top right	336930279	1738.0	52.0	3016.jpg	3016_right_eye.jpg	3016_left_eye.jpg
P20	Recording23	case_4	Middle left	338136765	192.0	515.0	3017.jpg	3017_right_eye.jpg	3017_left_eye.jpg
P20	Recording23	case_4	Top left	339283241	229.0	128.0	3018.jpg	3018_right_eye.jpg	3018_left_eye.jpg
P20	Recording23	case_4	Middle center	340376401	972.0	465.0	3019.jpg	3019_right_eye.jpg	3019_left_eye.jpg
P20	Recording23	case_4	Bottom center	341496100	977.0	942.0	3020.jpg	3020_right_eye.jpg	3020_left_eye.jpg
P20	Recording23	case_4	Middle right	342472733	1748.0	524.0	3021.jpg	3021_right_eye.jpg	3021_left_eye.jpg
P20	Recording23	case_4	Top center	343569090	971.0	60.0	3022.jpg	3022_right_eye.jpg	3022_left_eye.jpg
P20	Recording23	case_4	Bottom left	344552387	188.0	917.0	3023.jpg	3023_right_eye.jpg	3023_left_eye.jpg
P20	Recording23	case_5	Bottom right	382249609	1781.0	915.0	3024.jpg	3024_right_eye.jpg	3024_left_eye.jpg
P20	Recording23	case_5	Middle left	383729267	183.0	516.0	3025.jpg	3025_right_eye.jpg	3025_left_eye.jpg
P20	Recording23	case_5	Top left	385055725	225.0	106.0	3026.jpg	3026_right_eye.jpg	3026_left_eye.jpg
P20	Recording23	case_5	Middle center	386338708	967.0	458.0	3027.jpg	3027_right_eye.jpg	3027_left_eye.jpg
P20	Recording23	case_5	Top center	387625181	966.0	24.0	3028.jpg	3028_right_eye.jpg	3028_left_eye.jpg
P20	Recording23	case_5	Middle right	388898318	1741.0	531.0	3029.jpg	3029_right_eye.jpg	3029_left_eye.jpg
P20	Recording23	case_5	Bottom left	390128217	192.0	910.0	3030.jpg	3030_right_eye.jpg	3030_left_eye.jpg
P20	Recording23	case_5	Top right	391297928	1748.0	104.0	3031.jpg	3031_right_eye.jpg	3031_left_eye.jpg
P20	Recording23	case_5	Bottom center	392504386	970.0	934.0	3032.jpg	3032_right_eye.jpg	3032_left_eye.jpg
P20	Recording23	case_5	Top right	393890818	1733.0	73.0	3033.jpg	3033_right_eye.jpg	3033_left_eye.jpg
P20	Recording23	case_5	Top center	395160734	960.0	13.0	3034.jpg	3034_right_eye.jpg	3034_left_eye.jpg
P20	Recording23	case_5	Middle left	396377099	192.0	532.0	3035.jpg	3035_right_eye.jpg	3035_left_eye.jpg
P20	Recording23	case_5	Bottom center	397560335	972.0	935.0	3036.jpg	3036_right_eye.jpg	3036_left_eye.jpg
P20	Recording23	case_5	Middle right	398810011	1744.0	526.0	3037.jpg	3037_right_eye.jpg	3037_left_eye.jpg
P20	Recording23	case_5	Top left	400129806	229.0	97.0	3038.jpg	3038_right_eye.jpg	3038_left_eye.jpg
P20	Recording23	case_5	Middle center	401409709	972.0	456.0	3039.jpg	3039_right_eye.jpg	3039_left_eye.jpg
P20	Recording23	case_5	Bottom right	402586047	1781.0	926.0	3040.jpg	3040_right_eye.jpg	3040_left_eye.jpg
P20	Recording23	case_5	Bottom left	403735983	189.0	915.0	3041.jpg	3041_right_eye.jpg	3041_left_eye.jpg
P20	Recording23	case_5	Top left	405105673	228.0	108.0	3042.jpg	3042_right_eye.jpg	3042_left_eye.jpg
P20	Recording23	case_5	Middle center	406378758	964.0	470.0	3043.jpg	3043_right_eye.jpg	3043_left_eye.jpg
P20	Recording23	case_5	Middle right	407505270	1740.0	527.0	3044.jpg	3044_right_eye.jpg	3044_left_eye.jpg
P20	Recording23	case_5	Bottom center	408721840	965.0	945.0	3045.jpg	3045_right_eye.jpg	3045_left_eye.jpg
P20	Recording23	case_5	Top center	409994963	959.0	48.0	3046.jpg	3046_right_eye.jpg	3046_left_eye.jpg
P20	Recording23	case_5	Bottom left	411234777	176.0	919.0	3047.jpg	3047_right_eye.jpg	3047_left_eye.jpg
P20	Recording23	case_5	Middle left	412434571	187.0	527.0	3048.jpg	3048_right_eye.jpg	3048_left_eye.jpg
P20	Recording23	case_5	Bottom right	413657596	1782.0	918.0	3049.jpg	3049_right_eye.jpg	3049_left_eye.jpg
P20	Recording23	case_5	Top right	414984064	1729.0	92.0	3050.jpg	3050_right_eye.jpg	3050_left_eye.jpg
